name	value
1	-0.2638798453456168
2	-0.18920307199693198
3	-0.23446973635154933
4	-0.2638798453456168
5	-0.22168018539473522
6	-0.19357568252842583
7	-0.2130906132588244
8	-0.1913910282390816
9	-0.1760054295677591
10	-0.3604071361061649
11	-0.2967757775233686
12	-0.31093602819380806
13	-0.13340091800248288
14	-0.2988071683369924
15	-0.20010993313641734
16	-0.20228147884708392
17	-0.308921593548785
18	-0.22808908399143846
19	-0.2763035677727004
20	-0.1760054295677591
21	-0.19357568252842583
22	-0.23870793500016418
23	-0.2130906132588244
24	-0.2450420605103112
25	-0.3249591462072239
26	-0.242933762966711
27	-0.30690435259680626
28	-0.1058319852076508
29	-0.17379407670257052
30	-0.20010993313641734
31	-0.22808908399143846
32	-0.2130906132588244
33	-0.2886215949421498
34	-0.17379407670257052
35	-0.22595593528770408
36	-0.23870793500016418
37	-0.2130906132588244
38	-0.21524278892256987
39	-0.21093523332814001
40	-0.2471472923838114
41	-0.20010993313641734
42	-0.23446973635154933
43	-0.1760054295677591
44	-0.23446973635154933
45	-0.23870793500016418
46	-0.336871815001512
47	-0.2763035677727004
48	-0.35455906682548033
49	-0.37396148955429354
50	-0.28247568054178984
51	-0.22381963886203948
52	-0.17379407670257052
53	-0.29270442623879234
54	-0.23021909425175124
55	-0.23021909425175124
56	-0.38356608767216827
57	-0.30690435259680626
58	-0.37396148955429354
59	-0.2450420605103112
60	-0.16045454386767588
61	-0.1913910282390816
62	-0.2576277774865616
63	-0.27836386343790664
64	-0.15373839347801876
65	-0.13340091800248288
66	-0.23446973635154933
67	-0.27836386343790664
68	-0.20877663955836923
69	-0.15821928772230365
70	-0.23659038654417586
71	-0.21739176984883812
72	-0.1913910282390816
73	-0.15598057450173997
74	-0.14924358485886202
75	-0.20228147884708392
76	-0.1913910282390816
77	-0.28247568054178984
78	-0.2450420605103112
79	-0.23021909425175124
80	-0.12655775835152383
81	-0.24082239079557866
82	-0.2638798453456168
83	-0.2906644496442432
84	-0.17157934048321621
85	-0.242933762966711
86	-0.3008357132906667
87	-0.15373839347801876
88	-0.3506471929116586
89	-0.31495650977678835
90	-0.2886215949421498
91	-0.19575704483314382
92	-0.33489316316858364
93	-0.27010503191515056
94	-0.3169625722404241
95	-0.28042123158668986
96	-0.22808908399143846
97	-0.16268635361611317
98	-0.2450420605103112
99	-0.2721741604235888
100	-0.24924946750556032
