name	value
1	0.17239906961527218
2	0.10945212507448154
3	0.04433660610028234
4	0.11697830226876604
5	0.08530627467615481
6	0.030614882087053985
7	-0.036970043931374263
8	-0.029246405259037545
9	0.16643004354255098
10	0.013797889991064238
11	0.030614882087053985
12	0.08379395786524668
13	0.013797889991064238
14	0.04890312851677692
15	0.059544210737808356
16	0.05650590766872554
17	0.09739115843725976
18	0.029088172469451834
19	0.06258092090517309
20	0.03824218890845188
21	0.06561604614504013
22	0.12749980343637546
23	0.05346600370120669
24	0.08832976490574751
25	0.11848245010375713
26	0.1679227937476302
27	0.04738136097061485
28	0.10493203408162444
29	0.10794579537432725
30	0.10040862305106124
31	0.05346600370120669
32	0.06713301690299467
33	0.05802525881524545
34	0.07471199170749188
35	0.13350426648154112
36	0.07622661778569828
37	0.12599780336247868
38	0.10040862305106124
39	0.07168157362756844
40	0.12599780336247868
41	0.19622342832676587
42	0.021448326657637296
43	0.00613673263916148
44	0.08984094027163536
45	0.04433660610028234
46	0.1798530012213071
47	0.08379395786524668
48	0.14998776848131357
49	0.05650590766872554
50	0.00920249041143606
51	0.03671755630385398
52	0.12449544768542964
53	0.14849099033066437
54	0.04433660610028234
55	0.07168157362756844
56	0.10643909869540558
57	0.08832976490574751
58	0.07471199170749188
59	0.019919090733454325
60	0.10342460057561276
61	0.13350426648154112
62	0.09286215636367778
63	0.09437219902912375
64	0.12148966575592723
65	0.09588186606485927
66	0.059544210737808356
67	0.08681821003156465
68	0.05346600370120669
69	0.1124636873565521
70	0.11998623761744831
71	0.042813616754070694
72	0.032141174255047034
73	0.09588186606485927
74	0.0458591871685492
75	0.08832976490574751
76	0.11998623761744831
77	0.07471199170749188
78	0.00460320319342955
79	0.012266520347038679
80	0.03824218890845188
81	0.08228125862324909
82	0.039766409173539685
83	-0.003070991722360361
84	0.03671755630385398
85	0.15447606237447076
86	0.06561604614504013
87	0.010734720835436917
88	0.05802525881524545
89	0.08076817597323682
90	0.11998623761744831
91	0.08984094027163536
92	0.11697830226876604
93	0.06561604614504013
94	0.03519251034069093
95	0.06864959440928509
96	0.06713301690299467
97	0.06409868114352868
98	0.09286215636367778
99	0.07774085653474394
100	0.08984094027163536
101	0.10493203408162444
102	0.16344355030854096
103	0.08530627467615481
104	0.050424490815888845
105	0.08832976490574751
106	0.01685934384788723
107	0.05346600370120669
108	0.10040862305106124
109	0.03519251034069093
110	0.03671755630385398
111	0.14399860240912332
112	0.059544210737808356
113	0.16643004354255098
114	0.15746656703368878
115	-0.016912376460803458
116	0.10040862305106124
117	0.04890312851677692
118	0.09135173710084565
119	0.06258092090517309
120	0.11396892184435004
121	0.09739115843725976
122	0.06713301690299467
123	0.08379395786524668
124	0.09286215636367778
125	0.1365043887668662
126	0.14250045219702479
127	0
128	0.12749980343637546
129	0.12299273546404343
130	0.07925470893693642
131	0.039766409173539685
132	0.09890007711140036
133	0.03519251034069093
134	0.01685934384788723
135	0.11095808875069935
136	0.05498615629794834
137	0.019919090733454325
138	0.05650590766872554
139	0.09286215636367778
140	0.026033496777973397
141	0.021448326657637296
142	0.15148420592499257
143	0.09588186606485927
144	0.007669828028660675
145	0.07622661778569828
146	0.10342460057561276
147	0.1320036794327244
148	0.007669828028660675
149	0.09286215636367778
150	0.07774085653474394
151	0.08681821003156465
152	0.013797889991064238
153	0.09437219902912375
154	0.0030692386403678995
155	0.032141174255047034
156	0.042813616754070694
157	0.12900144884708098
158	0.0015348379273110169
159	0.04890312851677692
160	0.06864959440928509
161	0.11848245010375713
162	0.015328830810773297
163	0.07168157362756844
164	0.08984094027163536
165	0.07622661778569828
166	0.030614882087053985
167	0.09286215636367778
168	0.03824218890845188
169	0.04890312851677692
170	-0.052452266725923735
171	0.1365043887668662
172	0.06409868114352868
173	0.059544210737808356
174	0.026033496777973397
175	0.019919090733454325
176	0.14549640821850396
177	0.05802525881524545
178	0.04738136097061485
179	0.1320036794327244
180	0.039766409173539685
181	0.06409868114352868
182	0.05498615629794834
183	0.10643909869540558
184	0.09135173710084565
185	0.03366704999842618
186	0.019919090733454325
187	0.08379395786524668
188	0.032141174255047034
189	-0.007680784860928824
190	0.10342460057561276
191	0.08984094027163536
192	0.06561604614504013
193	0.08681821003156465
194	0.10191679721873115
195	0.09588186606485927
196	0.12599780336247868
197	0.08228125862324909
198	0.007669828028660675
199	0.1320036794327244
200	0.12299273546404343
201	0.06106276443528991
202	0.1320036794327244
203	0.06258092090517309
204	0.04433660610028234
205	0.08076817597323682
206	0.013797889991064238
207	0.10945212507448154
208	-0.0015352761974103402
209	0.051945448875372335
210	0.10191679721873115
211	0.06258092090517309
212	0.10342460057561276
213	0.039766409173539685
214	0.09437219902912375
215	-0.016912376460803458
216	0.07774085653474394
217	0.07925470893693642
218	0.0458591871685492
219	0.03366704999842618
220	0.06864959440928509
221	0.12900144884708098
222	0.12449544768542964
223	0.04433660610028234
224	0.15148420592499257
225	0.06713301690299467
226	0.03671755630385398
227	0.06713301690299467
228	0.13950311485610634
229	0.050424490815888845
230	0.06713301690299467
231	0.07622661778569828
232	0.12900144884708098
233	0.08379395786524668
234	0.08379395786524668
235	0.08530627467615481
236	0.16045572723897905
237	0.07016577965443105
238	0.05802525881524545
239	0.10342460057561276
240	0.02756104437575324
241	0.14849099033066437
242	-0.015372659137218747
243	0.08984094027163536
244	0.1305027405333501
245	0.11547379316515105
246	0.11095808875069935
247	0.07622661778569828
248	0.14250045219702479
249	0.11095808875069935
250	0.051945448875372335
251	0.051945448875372335
252	-0.010756196383068684
253	0.1124636873565521
254	0.18134281643971484
255	0.10794579537432725
256	0.11998623761744831
257	0.08984094027163536
258	0.10493203408162444
259	0.1305027405333501
260	0.03519251034069093
261	0.10191679721873115
262	-0.003070991722360361
263	0.09437219902912375
264	0.13950311485610634
265	0.013797889991064238
266	0.06864959440928509
267	0.06106276443528991
268	0.12299273546404343
269	0.08832976490574751
270	0.08832976490574751
271	0.10342460057561276
272	0.05650590766872554
273	0.059544210737808356
274	0.09588186606485927
275	0.050424490815888845
276	0.03824218890845188
277	0.14250045219702479
278	0.10945212507448154
279	0.07168157362756844
280	0.06864959440928509
281	0.05650590766872554
282	0.05650590766872554
283	0.13350426648154112
